4193 /  007 Racing /  $4.07 /  $6.27 /  $18.93 / 
38468 /  Power Serve Tennis [Long Box] /  $9.33 /  $18.99 /  $37.32 / 
4666 /  Power Shovel /  $11.30 /  $19.68 /  $33.70 / 
4667 /  Power Slave /  $25.00 /  $62.49 /  $123.29 / 
4668 /  Power Spike Pro Beach Volleyball /  $3.73 /  $6.49 /  $9.71 / 
12907 /  Powerpuff Girls Chemical X-Traction /  $4.40 /  $5.55 /  $12.41 / 
12807 /  Poy Poy /  $28.15 /  $40.00 /  $99.02 / 
4669 /  Primal Rage /  $21.81 /  $28.50 /  $87.24 / 
38469 /  Primal Rage [Long Box] /  $26.99 /  $34.01 /  $120.50 / 
12808 /  Pro 18 World Tour Golf /  $2.67 /  $6.49 /  $6.50 / 
12811 /  Pro Pinball /  $3.28 /  $4.92 /  $9.43 / 
12809 /  Pro Pinball Big Race USA /  $2.49 /  $3.58 /  $6.18 / 
12810 /  Pro Pinball Fantastic Journey /  $3.00 /  $3.73 /  $7.92 / 
12813 /  Project Horned Owl /  $11.93 /  $22.71 /  $39.99 / 
12812 /  Project Overkill /  $6.46 /  $9.08 /  $19.76 / 
12814 /  Psybadek /  $2.99 /  $3.49 /  $8.00 / 
13704 /  Psychic Detective /  $46.95 /  $106.73 /  $243.20 / 
38470 /  Psychic Detective [Long Box] /  $64.97 /  $88.28 /  $259.88 / 
4672 /  Psychic Force /  $30.24 /  $67.00 /  $174.20 / 
4673 /  Punky Skunk /  $13.99 /  $26.56 /  $54.86 / 
12753 /  Pure Ride /  $3.00 /  $3.53 /  $11.33 / 
12815 /  Putter Golf /  $2.92 /  $4.38 /  $5.49 / 
4674 /  Puzzle Star Sweep /  $3.97 /  $5.25 /  $8.00 / 
4675 /  Puzznic /  $3.94 /  $7.81 /  $7.96 / 
4676 /  Q*bert /  $3.78 /  $6.75 /  $19.99 / 
12816 /  Qix Neo /  $6.63 /  $9.59 /  $12.99 / 
4677 /  Quake II /  $8.95 /  $16.32 /  $29.93 / 
4720 /  R-Type Delta /  $56.76 /  $121.20 /  $199.95 / 
4721 /  R-Types /  $16.95 /  $33.60 /  $57.78 / 
4678 /  R/C Stunt Copter /  $4.00 /  $7.91 /  $15.39 / 
12818 /  RC Helicopter /  $3.98 /  $6.59 /  $10.17 / 
12819 /  RC Revenge /  $4.36 /  $7.38 /  $12.23 / 
4692 /  RC de Go /  $5.78 /  $12.45 /  $22.07 / 
4719 /  RPG Maker /  $7.00 /  $12.56 /  $36.75 / 
12820 /  Racing /  $4.17 /  $5.69 /  $8.15 / 
4679 /  Rage Racer /  $7.94 /  $11.20 /  $99.97 / 
12821 /  Rageball /  $3.00 /  $5.69 /  $8.49 / 
12822 /  Raiden Project /  $22.98 /  $42.16 /  $325.00 / 
38472 /  Raiden Project [Long Box] /  $36.67 /  $65.50 /  $146.68 / 
4680 /  Railroad Tycoon II /  $4.84 /  $10.00 /  $15.88 / 
12915 /  Rainbow Six /  $4.06 /  $5.74 /  $11.46 / 
4682 /  Rainbow Six Lone Wolf /  $3.77 /  $5.70 /  $11.88 / 
4681 /  Rainbow Six Rogue Spear /  $4.01 /  $6.17 /  $18.29 / 
49750 /  Rainbow Six [Greatest Hits] /  $3.33 /  $5.49 /  $11.44 / 
19449 /  Rakugaki Showtime /  $101.44 /  $145.39 /  $250.00 / 
12823 /  Rally Cross /  $4.40 /  $4.69 /  $45.61 / 
13249 /  Rally Cross 2 /  $3.41 /  $8.71 /  $19.99 / 
4683 /  Rampage 2 Universal Tour /  $10.39 /  $14.83 /  $41.31 / 
4684 /  Rampage Through Time /  $17.91 /  $26.85 /  $84.99 / 
4685 /  Rampage World Tour /  $8.82 /  $12.25 /  $44.05 / 
49729 /  Rampage World Tour [Greatest Hits] /   /   /   / 
12824 /  Rascal /  $4.24 /  $6.65 /  $17.97 / 
4686 /  Rascal Racers /  $13.46 /  $29.97 /  $29.97 / 
4687 /  Rat Attack /  $3.86 /  $7.00 /  $15.33 / 
12825 /  Ray Crisis /  $30.12 /  $77.50 /  $79.00 / 
12826 /  Ray Tracers /  $8.31 /  $19.70 /  $30.21 / 
4688 /  Rayman /  $5.89 /  $10.77 /  $28.00 / 
4689 /  Rayman 2 The Great Escape /  $6.82 /  $13.00 /  $40.32 / 
55710 /  Rayman 2 The Great Escape [Watch Bundle] /  $46.25 /  $71.15 /  $185.00 / 
12827 /  Rayman Brain Games /  $4.97 /  $4.97 /  $14.01 / 
4690 /  Rayman Rush /  $3.99 /  $7.39 /  $19.18 / 
37664 /  Rayman [Greatest Hits] /  $7.45 /  $11.09 /  $40.00 / 
38471 /  Rayman [Long Box] /  $22.09 /  $22.95 /  $89.13 / 
4691 /  Raystorm /  $26.93 /  $62.27 /  $108.95 / 
12828 /  Razor Freestyle Scooter /  $3.43 /  $4.35 /  $6.91 / 
14603 /  Razor Racing /  $2.36 /  $4.76 /  $6.97 / 
12829 /  Re-Loaded /  $7.81 /  $13.72 /  $31.24 / 
12830 /  Re-Volt /  $5.54 /  $10.12 /  $20.50 / 
12831 /  ReBoot /  $7.95 /  $13.94 /  $33.77 / 
12832 /  Ready 2 Rumble Boxing /  $4.75 /  $5.95 /  $19.16 / 
12833 /  Ready 2 Rumble Boxing Round 2 /  $4.97 /  $7.47 /  $16.95 / 
49730 /  Ready 2 Rumble Boxing [Greatest Hits] /  $5.16 /  $7.79 /  $20.64 / 
12834 /  Red Asphalt /  $6.50 /  $10.81 /  $15.05 / 
12582 /  Reel Fishing /  $2.90 /  $5.39 /  $9.55 / 
4693 /  Reel Fishing II /  $5.99 /  $7.43 /  $17.10 / 
49731 /  Reel Fishing [Greatest Hits] /  $1.66 /  $2.49 /  $2.49 / 
4694 /  Renegade Racers /  $4.81 /  $7.44 /  $9.06 / 
12835 /  Rescue Copter /  $4.06 /  $4.41 /  $5.52 / 
4695 /  Rescue Heroes Molten Menace /  $4.99 /  $5.87 /  $15.00 / 
4696 /  Resident Evil /  $15.47 /  $30.35 /  $428.62 / 
52183 /  Resident Evil 1.5 [Homebrew] /  $19.58 /  $39.99 /  $39.99 / 
4697 /  Resident Evil 2 /  $14.56 /  $21.48 /  $139.77 / 
37665 /  Resident Evil 2 [Greatest Hits] /  $13.35 /  $21.06 /  $95.90 / 
16239 /  Resident Evil 2: Dual Shock Edition /  $10.03 /  $24.49 /  $264.74 / 
4698 /  Resident Evil 3 Nemesis /  $15.17 /  $24.83 /  $121.17 / 
62507 /  Resident Evil 3 Nemesis [2 Disc] /  $23.33 /  $34.99 /  $90.97 / 
37666 /  Resident Evil 3 Nemesis [Greatest Hits] /  $14.45 /  $30.99 /  $57.80 / 
4699 /  "Resident Evil Directors Cut" /  $9.95 /  $32.50 /  $223.74 / 
62483 /  "Resident Evil Directors Cut [2 Disc]" /  $33.33 /  $50.00 /  $130.00 / 
37595 /  "Resident Evil Directors Cut [Greatest Hits]" /  $9.99 /  $14.22 /  $59.97 / 
4700 /  Resident Evil Survivor /  $14.97 /  $30.00 /  $108.20 / 
38473 /  Resident Evil [Long Box] /  $13.99 /  $51.12 /  $131.34 / 
12836 /  Return Fire /  $15.48 /  $25.45 /  $140.00 / 
38474 /  Return Fire [Long Box] /  $22.85 /  $34.28 /  $92.09 / 
4701 /  Revolution X /  $9.51 /  $14.36 /  $15.00 / 
4702 /  Rhapsody A Musical Adventure /  $36.40 /  $61.05 /  $110.46 / 
4703 /  Ridge Racer /  $5.48 /  $6.81 /  $23.75 / 
4704 /  Ridge Racer Revolution /  $4.88 /  $9.99 /  $16.62 / 
12817 /  Ridge Racer Type 4 /  $6.77 /  $16.43 /  $59.50 / 
63072 /  Ridge Racer Type 4 [Limited Edition] /  $32.00 /  $57.50 /  $128.00 / 
37667 /  Ridge Racer [Greatest Hits] /  $3.75 /  $8.00 /  $15.00 / 
38475 /  Ridge Racer [Long Box] /  $10.20 /  $15.63 /  $220.88 / 
12837 /  Rise 2 Resurrection /  $5.64 /  $12.50 /  $52.47 / 
38476 /  Rise 2 Resurrection [Long Box] /  $8.78 /  $12.18 /  $161.99 / 
12838 /  Rising Zan the Samurai Gunman /  $13.72 /  $27.43 /  $47.00 / 
4705 /  Risk /  $5.99 /  $9.03 /  $35.27 / 
12839 /  Rival Schools /  $26.47 /  $63.06 /  $159.50 / 
4706 /  Riven The Sequel to Myst /  $5.91 /  $11.45 /  $27.68 / 
4707 /  Road Rash /  $7.99 /  $13.85 /  $48.72 / 
4708 /  Road Rash 3D /  $5.24 /  $8.67 /  $29.99 / 
37671 /  Road Rash 3D [Greatest Hits] /  $5.98 /  $8.03 /  $25.93 / 
4709 /  Road Rash Jailbreak /  $5.70 /  $8.99 /  $25.86 / 
37669 /  Road Rash [Greatest Hits] /  $10.00 /  $12.99 /  $76.99 / 
37670 /  Road Rash [Long Box] /  $17.00 /  $24.99 /  $999.99 / 
4710 /  Roadsters /  $3.51 /  $13.79 /  $19.02 / 
12840 /  Robo Pit /  $11.56 /  $17.47 /  $40.62 / 
4711 /  Robo Pit 2 /  $6.00 /  $13.00 /  $13.49 / 
12841 /  Robotron X /  $5.00 /  $10.54 /  $19.99 / 
4712 /  Rock em Sock em Robots Arena /  $5.06 /  $5.61 /  $21.51 / 
4713 /  Rocket Power Team Rocket Rescue /  $2.83 /  $3.10 /  $10.57 / 
49732 /  Rocket Power Team Rocket Rescue [Greatest Hits] /  $1.16 /  $1.74 /  $4.64 / 
12842 /  Rogue Trip Vacation 2012 /  $7.38 /  $12.58 /  $33.61 / 
4714 /  Roll Away /  $12.88 /  $19.32 /  $27.49 / 
12843 /  Rollcage /  $6.04 /  $10.00 /  $24.16 / 
40347 /  Rollcage Limited Edition /  $13.34 /  $19.99 /  $62.63 / 
12844 /  Rollcage Stage 2 /  $6.59 /  $10.03 /  $16.65 / 
4715 /  Romance of the Three Kingdoms IV Wall of Fire /  $7.57 /  $11.64 /  $52.54 / 
38478 /  Romance of the Three Kingdoms IV Wall of Fire [Long Box] /  $6.66 /  $17.21 /  $26.64 / 
4716 /  Romance of the Three Kingdoms VI /  $14.47 /  $19.49 /  $52.64 / 
4717 /  Rosco McQueen Firefighter Extreme /  $5.65 /  $6.78 /  $15.55 / 
4718 /  Roswell Conspiracies /  $4.81 /  $7.83 /  $10.50 / 
4723 /  Rugrats Search for Reptar /  $5.98 /  $10.83 /  $64.94 / 
49733 /  Rugrats Search for Reptar [Greatest Hits] /  $7.78 /  $10.99 /  $31.25 / 
4724 /  Rugrats Studio Tour /  $4.18 /  $7.26 /  $21.33 / 
4725 /  Rugrats Totally Angelica /  $10.37 /  $12.00 /  $26.56 / 
4722 /  Rugrats in Paris /  $4.99 /  $6.64 /  $10.60 / 
4726 /  Runabout 2 /  $4.53 /  $16.41 /  $31.99 / 
12845 /  Running Wild /  $7.52 /  $13.00 /  $21.16 / 
12846 /  Rush Down /  $3.32 /  $3.80 /  $15.00 / 
12847 /  Rush Hour /  $4.43 /  $10.00 /  $41.71 / 
12848 /  SCARS /  $4.37 /  $7.98 /  $15.39 / 
4727 /  Sabrina The Teenage Witch /  $4.13 /  $7.10 /  $11.23 / 
4728 /  Saga Frontier /  $15.15 /  $30.50 /  $99.68 / 
4729 /  Saga Frontier 2 /  $12.90 /  $25.12 /  $66.19 / 
4730 /  Saiyuki Journey West /  $14.42 /  $28.85 /  $37.00 / 
4731 /  Saltwater Sport Fishing /  $2.86 /  $4.95 /  $10.30 / 
14592 /  Sammy Sosa High Heat Baseball 2001 /  $3.45 /  $5.17 /  $9.95 / 
12849 /  "Sammy Sosas Softball Slam" /  $4.30 /  $6.29 /  $11.15 / 
4732 /  Samurai Shodown III /  $9.48 /  $13.80 /  $39.00 / 
4733 /  "Samurai Shodown Warriors Rage" /  $33.75 /  $72.14 /  $121.06 / 
4734 /  San Francisco Rush /  $4.43 /  $7.74 /  $24.74 / 
4736 /  Scooby Doo Cyber Chase /  $6.36 /  $8.92 /  $24.84 / 
49734 /  Scooby Doo Cyber Chase [Greatest Hits] /  $4.86 /  $7.77 /  $20.20 / 
4737 /  Scrabble /  $2.82 /  $5.24 /  $6.99 / 
4738 /  Sea-Doo Hydrocross /  $3.66 /  $4.47 /  $10.83 / 
12850 /  Sentient /  $9.78 /  $14.54 /  $29.85 / 
12851 /  Sentinel Returns /  $4.47 /  $7.99 /  $14.99 / 
4739 /  Sesame Street Sports /  $5.02 /  $5.22 /  $12.68 / 
4740 /  Shadow Madness /  $7.55 /  $13.80 /  $27.56 / 
7439 /  Shadow Man /  $6.40 /  $11.00 /  $25.95 / 
12852 /  Shadow Master /  $3.73 /  $8.00 /  $24.95 / 
12853 /  Shadow Tower /  $47.78 /  $95.84 /  $140.89 / 
12854 /  Shanghai True Valor /  $5.19 /  $9.37 /  $17.50 / 
4741 /  Sheep /  $3.97 /  $8.93 /  $13.99 / 
4544 /  Sheep Raider /  $14.61 /  $21.84 /  $61.68 / 
12855 /  Shellshock /  $3.06 /  $8.43 /  $34.71 / 
38479 /  Shellshock [Long Box] /  $7.33 /  $12.00 /  $29.32 / 
4742 /  Shipwreckers /  $4.96 /  $7.99 /  $30.00 / 
12856 /  Shockwave Assault /  $6.25 /  $9.38 /  $25.49 / 
38480 /  Shockwave Assault [Long Box] /  $9.76 /  $14.82 /  $39.03 / 
12857 /  Shooter Space Shot /  $6.54 /  $12.99 /  $14.68 / 
12858 /  Shooter Starfighter Sanvein /  $5.03 /  $6.01 /  $9.85 / 
4743 /  Shrek Treasure Hunt /  $3.85 /  $5.25 /  $7.68 / 
12859 /  Silent Bomber /  $42.57 /  $90.25 /  $169.99 / 
4744 /  Silent Hill /  $30.10 /  $56.75 /  $229.54 / 
37668 /  Silent Hill [Greatest Hits] /  $27.58 /  $46.51 /  $121.00 / 
9747 /  Silhouette Mirage /  $25.89 /  $50.50 /  $89.75 / 
12860 /  Silverload /  $26.99 /  $45.08 /  $139.50 / 
4746 /  Sim Theme Park /  $5.60 /  $6.39 /  $15.89 / 
4747 /  SimCity 2000 /  $4.98 /  $7.44 /  $25.00 / 
49735 /  SimCity 2000 [Greatest Hits] /  $1.98 /  $7.78 /  $7.92 / 
12861 /  Skeleton Warriors /  $7.57 /  $20.00 /  $52.62 / 
38482 /  Skeleton Warriors [Long Box] /  $17.99 /  $24.99 /  $75.00 / 
4748 /  Skullmonkeys /  $33.77 /  $50.18 /  $132.45 / 
12862 /  Skydiving Extreme /  $2.66 /  $3.65 /  $5.00 / 
12863 /  Slam n Jam 96 /  $7.60 /  $8.28 /  $26.07 / 
38483 /  Slam n Jam 96 [Long Box] /  $5.46 /  $5.49 /  $21.85 / 
12864 /  SlamScape /  $3.51 /  $5.68 /  $9.99 / 
4749 /  Sled Storm /  $4.72 /  $6.96 /  $22.54 / 
49736 /  Sled Storm [Greatest Hits] /  $3.33 /  $7.82 /  $13.32 / 
32326 /  Slots /  $4.24 /  $6.54 /  $6.82 / 
4750 /  Small Soldiers /  $7.03 /  $13.35 /  $50.00 / 
4751 /  Smurf Racer /  $4.99 /  $7.24 /  $18.80 / 
4753 /  Smurfs /  $10.01 /  $18.49 /  $37.78 / 
14323 /  SnoCross Championship Racing /  $2.85 /  $4.97 /  $6.24 / 
15009 /  Snowboarding /  $2.75 /  $4.99 /  $6.98 / 
15010 /  Sol Divide /  $10.07 /  $14.73 /  $35.48 / 
15014 /  "Sorcerers Maze" /  $3.66 /  $5.89 /  $8.27 / 
4754 /  Soul Blade /  $8.79 /  $13.19 /  $39.35 / 
37672 /  Soul Blade [Greatest Hits] /  $11.99 /  $12.99 /  $46.50 / 
4755 /  Soul of Samurai /  $11.97 /  $23.15 /  $52.59 / 
4756 /  South Park /  $9.10 /  $11.64 /  $36.40 / 
9796 /  "South Park Chefs Luv Shack" /  $8.25 /  $11.41 /  $24.26 / 
4757 /  South Park Rally /  $8.75 /  $9.99 /  $24.78 / 
12865 /  Soviet Strike /  $3.88 /  $7.09 /  $24.99 / 
49737 /  Soviet Strike [Greatest Hits] /  $4.89 /  $6.38 /  $20.70 / 
12866 /  Space Griffon /  $8.19 /  $19.99 /  $66.74 / 
38484 /  Space Griffon [Long Box] /  $16.54 /  $28.05 /  $66.16 / 
12867 /  Space Hulk Vengeance of the Blood Angels /  $9.91 /  $14.63 /  $43.92 / 
4758 /  Space Invaders /  $6.04 /  $9.23 /  $18.08 / 
4759 /  Space Jam /  $7.00 /  $10.35 /  $26.91 / 
15881 /  Spawn The Eternal /  $9.21 /  $13.88 /  $52.17 / 
12868 /  Spec Ops Airborne Commando /  $3.28 /  $3.76 /  $9.07 / 
12869 /  Spec Ops Covert Assault /  $2.99 /  $3.97 /  $4.92 / 
12870 /  Spec Ops Ranger Elite /  $2.49 /  $4.24 /  $6.07 / 
12871 /  Spec Ops Stealth Patrol /  $2.68 /  $3.19 /  $5.75 / 
12872 /  Speed Punks /  $8.81 /  $11.28 /  $33.95 / 
4760 /  Speed Racer /  $9.90 /  $14.84 /  $47.72 / 
12873 /  Speedball 2100 /  $2.71 /  $3.96 /  $5.15 / 
7445 /  Spice World /  $3.37 /  $7.00 /  $8.61 / 
12874 /  Spider /  $8.14 /  $15.25 /  $49.97 / 
4761 /  Spiderman /  $9.13 /  $14.79 /  $30.00 / 
4762 /  Spiderman 2 Enter Electro /  $12.37 /  $21.75 /  $74.38 / 
37674 /  Spiderman 2 Enter Electro [Greatest Hits] /  $14.99 /  $19.95 /  $56.78 / 
37673 /  Spiderman [Greatest Hits] /  $11.46 /  $14.88 /  $42.07 / 
12875 /  Spin Jam /  $3.06 /  $4.46 /  $7.11 / 
4764 /  SpongeBob SquarePants Super Sponge /  $4.05 /  $5.47 /  $15.17 / 
37675 /  SpongeBob SquarePants Super Sponge [Greatest Hits] /  $3.37 /  $5.79 /  $13.48 / 
12876 /  Sports Car GT /  $3.57 /  $5.99 /  $11.41 / 
4765 /  Sports Superbike 2 /  $2.98 /  $4.45 /  $5.80 / 
4766 /  Spot Goes To Hollywood /  $7.55 /  $9.66 /  $62.31 / 
4767 /  "Spyro Collectors Edition" /  $20.02 /  $36.53 /  $236.08 / 
4768 /  "Spyro Riptos Rage" /  $7.33 /  $11.59 /  $73.42 / 
65295 /  "Spyro Riptos Rage [Collectors Edition]" /   /   /   / 
37677 /  "Spyro Riptos Rage [Greatest Hits]" /  $10.61 /  $13.02 /  $50.00 / 
4770 /  Spyro Year of the Dragon /  $8.99 /  $10.38 /  $58.14 / 
65294 /  "Spyro Year of the Dragon [Collectors Edition]" /   /  $7.96 /   / 
37678 /  Spyro Year of the Dragon [Greatest Hits] /  $11.75 /  $15.03 /  $43.78 / 
4769 /  Spyro the Dragon /  $8.59 /  $13.50 /  $69.99 / 
65293 /  "Spyro the Dragon [Collectors Edition]" /   /   /   / 
37676 /  Spyro the Dragon [Greatest Hits] /  $9.59 /  $11.25 /  $50.87 / 
4771 /  Star Fighter /  $5.80 /  $11.10 /  $17.00 / 
4772 /  Star Gladiator /  $9.49 /  $21.55 /  $32.23 / 
4773 /  Star Ocean: The Second Story /  $20.77 /  $29.99 /  $105.93 / 
4774 /  Star Trek Invasion /  $4.73 /  $6.99 /  $18.70 / 
4775 /  Star Wars Dark Forces /  $5.77 /  $10.76 /  $36.08 / 
37679 /  Star Wars Dark Forces [Greatest Hits] /  $6.39 /  $8.80 /  $24.14 / 
4776 /  Star Wars Demolition /  $5.98 /  $9.89 /  $27.18 / 
4777 /  Star Wars Episode I Jedi Power Battles /  $5.74 /  $7.48 /  $42.84 / 
37680 /  Star Wars Episode I Jedi Power Battles [Greatest Hits] /  $6.13 /  $8.98 /  $24.00 / 
4778 /  Star Wars Masters of Teras Kasi /  $5.39 /  $8.36 /  $39.99 / 
4779 /  Star Wars Phantom Menace /  $5.22 /  $8.04 /  $20.46 / 
37681 /  Star Wars Phantom Menace [Greatest Hits] /  $1.05 /  $8.36 /  $28.44 / 
4780 /  Star Wars Rebel Assault 2 /  $4.88 /  $7.69 /  $28.98 / 
37683 /  Star Wars Rebel Assault 2 [Greatest Hits] /  $0.99 /  $0.99 /  $3.96 / 
12877 /  Starblade Alpha /  $39.99 /  $84.83 /  $490.00 / 
38486 /  Starblade Alpha [Long Box] /  $78.87 /  $89.31 /  $849.95 / 
12878 /  Starwinder the Ultimate Space Race /  $4.58 /  $5.76 /  $15.64 / 
12879 /  Steel Harbinger /  $5.00 /  $8.89 /  $22.57 / 
12880 /  Steel Reign /  $6.80 /  $8.54 /  $39.33 / 
12881 /  Streak Hoverboard Racing /  $3.34 /  $6.14 /  $10.23 / 
4781 /  Street Fighter Alpha 2 /  $12.49 /  $25.52 /  $201.50 / 
4782 /  Street Fighter Alpha 3 /  $8.34 /  $17.15 /  $51.60 / 
37682 /  Street Fighter Alpha 3 [Greatest Hits] /  $10.39 /  $16.61 /  $39.99 / 
4783 /  "Street Fighter Alpha Warriors Dreams" /  $10.83 /  $18.58 /  $61.93 / 
38487 /  "Street Fighter Alpha Warriors Dreams [Long Box]" /  $18.24 /  $19.97 /  $62.35 / 
12882 /  Street Fighter Collection /  $19.36 /  $33.10 /  $155.05 / 
12883 /  Street Fighter Collection 2 /  $25.47 /  $40.64 /  $112.94 / 
4784 /  Street Fighter EX 2 Plus /  $18.28 /  $50.00 /  $103.06 / 
4785 /  Street Fighter EX Plus Alpha /  $14.86 /  $22.29 /  $150.81 / 
4786 /  Street Fighter The Movie /  $25.05 /  $33.73 /  $199.99 / 
38488 /  Street Fighter The Movie [Long Box] /  $27.09 /  $42.70 /  $55.55 / 
12884 /  Street Racer /  $4.82 /  $7.80 /  $19.72 / 
12885 /  Street Racquetball /  $2.68 /  $3.34 /  $5.61 / 
12886 /  Street Sk8er /  $3.59 /  $6.19 /  $13.99 / 
12887 /  Street Sk8er 2 /  $3.65 /  $7.70 /  $11.51 / 
4787 /  Strider 2 /  $20.99 /  $70.00 /  $118.69 / 
12888 /  Strike Point /  $4.78 /  $6.10 /  $17.34 / 
18681 /  "Striker 96" /  $3.87 /  $4.09 /  $83.71 / 
12889 /  Striker Pro 2000 /  $6.00 /  $6.04 /  $6.79 / 
4788 /  Strikers 1945 /  $13.13 /  $19.45 /  $65.00 / 
4789 /  Stuart Little 2 /  $3.98 /  $6.38 /  $8.86 / 
49738 /  Stuart Little 2 [Greatest Hits] /  $3.31 /  $4.97 /  $4.99 / 
4790 /  Suikoden /  $26.46 /  $39.28 /  $165.95 / 
4791 /  Suikoden II /  $85.50 /  $148.93 /  $497.62 / 
4792 /  Super Bubble Pop /  $3.33 /  $5.44 /  $5.46 / 
4793 /  Super Puzzle Fighter II Turbo /  $15.97 /  $21.97 /  $53.85 / 
4794 /  Super Shot Soccer /  $6.96 /  $16.50 /  $21.99 / 
12890 /  Superbike 2000 /  $2.98 /  $4.70 /  $9.34 / 
12892 /  Supercross /  $3.86 /  $5.99 /  $17.94 / 
13714 /  Supercross 2000 /  $3.01 /  $4.64 /  $16.63 / 
4795 /  Supercross Circuit /  $3.59 /  $5.39 /  $13.92 / 
4796 /  Superstar Dance Club /  $3.72 /  $4.00 /  $6.94 / 
12893 /  Surf Riders /  $3.75 /  $4.02 /  $10.26 / 
4797 /  Swagman /  $9.95 /  $15.23 /  $22.53 / 
4798 /  Sydney 2000 /  $2.51 /  $5.04 /  $7.05 / 
4799 /  Syndicate Wars /  $9.99 /  $19.53 /  $55.44 / 
12097 /  Syphon Filter /  $4.24 /  $7.99 /  $21.30 / 
12096 /  Syphon Filter 2 /  $4.68 /  $6.78 /  $15.50 / 
49740 /  Syphon Filter 2 [Greatest Hits] /  $4.09 /  $6.73 /  $14.92 / 
4800 /  Syphon Filter 3 /  $5.38 /  $8.93 /  $22.78 / 
40263 /  Syphon Filter 3 [911 Edition] /  $373.33 /  $637.50 /  $640.00 / 
49741 /  Syphon Filter 3 [Greatest Hits] /  $5.42 /  $8.17 /  $19.99 / 
49739 /  Syphon Filter [Greatest Hits] /  $4.85 /  $7.06 /  $24.99 / 
12754 /  "TJ Lavins Ultimate BMX" /  $2.94 /  $5.50 /  $17.99 / 
20089 /  TNN Motorsports Hardcore 4X4 /  $3.87 /  $5.81 /  $9.25 / 
49749 /  TNN Motorsports Hardcore 4X4 [Greatest Hits] /  $3.33 /  $4.99 /  $9.99 / 
12897 /  TNN Motorsports Hardcore TR /  $3.79 /  $5.45 /  $13.16 / 
12898 /  TOCA Championship Racing /  $4.76 /  $6.53 /  $15.08 / 
12895 /  TRAG Mission of Mercy /  $8.60 /  $27.31 /  $46.30 / 
4801 /  Tactics Ogre /  $28.57 /  $72.08 /  $260.30 / 
12894 /  Tai Fu Wrath of the Tiger /  $8.55 /  $15.00 /  $28.90 / 
12899 /  Tail Concerto /  $85.00 /  $167.48 /  $277.54 / 
13703 /  Tail of the Sun /  $18.69 /  $27.24 /  $51.50 / 
4802 /  Tales of Destiny /  $61.37 /  $102.94 /  $287.00 / 
4803 /  Tales of Destiny 2 /  $77.84 /  $127.74 /  $278.52 / 
14602 /  Tall Infinity /  $4.77 /  $6.23 /  $8.18 / 
4804 /  Tarzan /  $5.55 /  $9.84 /  $26.33 / 
38388 /  Tarzan [Greatest Hits] /  $5.93 /  $8.86 /  $27.47 / 
4805 /  Team Buddies /  $69.79 /  $98.86 /  $234.06 / 
12900 /  Team Losi RC Racer /  $4.89 /  $10.50 /  $19.61 / 
4806 /  Tecmo Stackers /  $5.93 /  $8.21 /  $31.00 / 
7465 /  Tecmo Super Bowl /  $9.99 /  $14.99 /  $64.23 / 
4807 /  Tecmo World Golf /  $6.66 /  $15.08 /  $39.33 / 
38489 /  Tecmo World Golf [Long Box] /  $16.63 /  $27.49 /  $66.52 / 
4808 /  "Tecmos Deception Invitation to Darkness" /  $11.62 /  $20.75 /  $80.00 / 
4809 /  Tekken /  $8.00 /  $14.97 /  $45.00 / 
4810 /  Tekken 2 /  $6.52 /  $10.00 /  $76.00 / 
37687 /  Tekken 2 [Greatest Hits] /  $4.80 /  $9.82 /  $25.57 / 
4811 /  Tekken 3 /  $6.64 /  $10.48 /  $43.42 / 
37688 /  Tekken 3 [Greatest Hits] /  $6.69 /  $9.98 /  $29.42 / 
37686 /  Tekken [Greatest Hits] /  $6.99 /  $15.57 /  $81.77 / 
63970 /  Tekken [Long Box] /  $17.99 /  $26.99 /  $70.17 / 
4812 /  Tempest X3 An Inter-Galactic Battle Zone /  $6.66 /  $11.37 /  $29.96 / 
12901 /  Ten Pin Alley /  $3.38 /  $5.28 /  $13.79 / 
49743 /  Ten Pin Alley [Greatest Hits] /  $4.25 /  $4.25 /  $17.00 / 
4813 /  Tenchu 2 /  $9.00 /  $18.06 /  $42.28 / 
49744 /  Tenchu 2 [Greatest Hits] /  $12.23 /  $18.49 /  $25.00 / 
4814 /  Tenchu: Stealth Assassins /  $8.00 /  $11.75 /  $37.49 / 
37689 /  Tenchu: Stealth Assassins [Greatest Hits] /  $8.72 /  $13.07 /  $34.98 / 
14197 /  Tennis /  $2.98 /  $3.55 /  $5.01 / 
18567 /  Tennis Arena /  $3.99 /  $5.94 /  $18.99 / 
9955 /  Test Drive 4 /  $3.42 /  $5.87 /  $15.79 / 
49745 /  Test Drive 4 [Greatest Hits] /  $3.86 /  $5.22 /  $15.44 / 
4815 /  Test Drive 5 /  $3.08 /  $5.63 /  $19.69 / 
49746 /  Test Drive 5 [Greatest Hits] /  $3.25 /  $5.21 /  $12.72 / 
9956 /  Test Drive 6 /  $4.79 /  $6.94 /  $15.98 / 
12902 /  Test Drive Le Mans /  $4.10 /  $6.28 /  $12.85 / 
9959 /  Test Drive Off Road /  $2.97 /  $3.33 /  $13.02 / 
9960 /  Test Drive Off Road 2 /  $3.64 /  $6.00 /  $17.51 / 
9961 /  Test Drive Off Road 3 /  $4.46 /  $6.48 /  $22.00 / 
