4193 //  007 Racing //  $4.07 //  $7.08 //  $18.93 // 
4371 //  Die Hard Trilogy //  $5.98 //  $8.61 //  $24.31 // 
4372 //  Die Hard Trilogy 2 //  $6.04 //  $11.21 //  $23.72 // 
37626 //  Die Hard Trilogy [Greatest Hits] //  $6.43 //  $8.63 //  $28.05 // 
4373 //  Digimon Digital Card Battle //  $16.24 //  $22.93 //  $43.02 // 
4374 //  Digimon Rumble Arena //  $7.74 //  $13.89 //  $46.25 // 
37627 //  Digimon Rumble Arena [Greatest Hits] //  $10.42 //  $15.63 //  $41.69 // 
4375 //  Digimon World //  $15.84 //  $32.28 //  $146.64 // 
4376 //  Digimon World 2 //  $19.99 //  $29.99 //  $100.00 // 
4377 //  Digimon World 3 //  $16.01 //  $22.42 //  $97.49 // 
37594 //  Digimon World 3 [Greatest Hits] //  $16.67 //  $25.00 //  $66.68 // 
37592 //  Digimon World [Greatest Hits] //  $19.77 //  $30.74 //  $79.10 // 
4378 //  Dino Crisis //  $11.82 //  $24.99 //  $80.89 // 
4379 //  Dino Crisis 2 //  $19.91 //  $49.99 //  $125.32 // 
37628 //  Dino Crisis [Greatest Hits] //  $15.53 //  $23.30 //  $149.99 // 
4380 //  Dirt Jockey Heavy Equipment Operator //  $3.99 //  $4.61 //  $13.30 // 
14018 //  DiscWorld //  $28.22 //  $33.48 //  $156.48 // 
14019 //  DiscWorld II Mortality Bytes //  $22.50 //  $22.53 //  $60.00 // 
38433 //  DiscWorld [Long Box] //  $27.50 //  $41.05 //  $110.00 // 
35966 //  "Disney Action Games Collectors Edition" //  $15.29 //  $23.52 //  $31.84 // 
4382 //  "Disneys Collectors Edition" //  $18.16 //  $28.80 //  $61.46 // 
4383 //  "Disneys Dinosaur" //  $4.24 //  $5.99 //  $16.92 // 
4385 //  "Disneys Goofys Fun House" //  $6.17 //  $7.22 //  $25.26 // 
4386 //  "Disneys Story Studio Mulan" //  $3.68 //  $4.90 //  $14.72 // 
4387 //  Disruptor //  $14.96 //  $25.05 //  $100.21 // 
10894 //  Donald Duck Going Quackers //  $9.15 //  $13.73 //  $35.71 // 
37629 //  Doom //  $14.48 //  $19.99 //  $73.24 // 
4388 //  Doom [Black Label] //  $19.00 //  $26.45 //  $195.53 // 
38434 //  Doom [Long Box] //  $20.27 //  $37.21 //  $80.95 // 
10895 //  Dora the Explorer Barnyard Buddies //  $2.78 //  $3.72 //  $9.94 // 
4389 //  Dracula The Resurrection //  $9.08 //  $10.18 //  $20.89 // 
12713 //  Dracula the Last Sanctuary //  $7.97 //  $11.88 //  $24.95 // 
4390 //  Dragon Ball GT Final Bout //  $9.13 //  $26.72 //  $36.70 // 
14352 //  Dragon Ball GT Final Bout [Atari] //  $9.29 //  $13.94 //  $36.25 // 
12714 //  Dragon Ball Z Ultimate Battle 22 //  $3.75 //  $6.25 //  $12.43 // 
49712 //  Dragon Ball Z Ultimate Battle 22 [Greatest Hits] //  $0.31 //  $0.48 //  $1.25 // 
4391 //  Dragon Seeds //  $22.69 //  $43.64 //  $95.17 // 
4392 //  Dragon Tales Dragon Seek //  $4.00 //  $5.21 //  $9.00 // 
4393 //  Dragon Valor //  $16.32 //  $44.89 //  $73.02 // 
4394 //  Dragon Warrior 7 //  $28.12 //  $37.04 //  $105.07 // 
12715 //  Dragonheart Fire & Steel //  $6.25 //  $13.56 //  $38.62 // 
4395 //  Driver //  $4.91 //  $7.97 //  $21.72 // 
13749 //  Driver 1 and 2 Compilation //  $12.15 //  $18.24 //  $42.50 // 
7314 //  Driver 2 //  $4.67 //  $9.73 //  $24.77 // 
45711 //  Driver 2 [Greatest Hits] //  $5.61 //  $8.34 //  $22.44 // 
37768 //  Driver [Greatest Hits] //  $6.31 //  $7.70 //  $26.25 // 
4396 //  Ducati World Racing Challenge //  $3.74 //  $5.56 //  $14.96 // 
7315 //  Duke Nukem Land of the Babes //  $13.24 //  $20.75 //  $42.98 // 
4397 //  Duke Nukem Time to Kill //  $6.72 //  $8.95 //  $26.86 // 
37630 //  Duke Nukem Time to Kill [Greatest Hits] //  $5.84 //  $9.80 //  $29.95 // 
4398 //  Duke Nukem Total Meltdown //  $9.15 //  $13.83 //  $50.99 // 
4399 //  Dukes of Hazzard II Daisy Dukes It Out //  $5.01 //  $8.31 //  $21.43 // 
4400 //  Dukes of Hazzard Racing for Home //  $4.53 //  $7.48 //  $26.09 // 
49742 //  Dukes of Hazzard Racing for Home [Greatest Hits] //  $5.10 //  $7.51 //  $20.40 // 
4401 //  Dune 2000 //  $9.25 //  $17.82 //  $37.74 // 
4402 //  Dynasty Warriors //  $8.96 //  $17.47 //  $84.92 // 
35967 //  "EA Action Collectors Edition" //  $9.09 //  $14.00 //  $36.39 // 
12716 //  "EA Racing Pack Collectors Edition" //  $15.42 //  $16.98 //  $16.98 // 
18596 //  EA Sports Pack //  $5.99 //  $7.99 //  $14.95 // 
4406 //  ECW Anarchy Rulz //  $9.40 //  $17.41 //  $44.99 // 
12717 //  ECW Hardcore Revolution //  $4.33 //  $6.83 //  $15.98 // 
35447 //  ESPN Extreme Games //  $6.50 //  $9.95 //  $48.50 // 
38435 //  ESPN Extreme Games [Long Box] //  $12.17 //  $15.32 //  $48.69 // 
4414 //  ESPN MLS GameNight //  $8.00 //  $23.99 //  $24.51 // 
12719 //  ESPN X Games Pro Boarder //  $4.14 //  $4.22 //  $7.72 // 
12586 //  ET the Extra Terrestrial: Interplanetary Mission //  $4.85 //  $7.34 //  $13.79 // 
4403 //  Eagle One Harrier Attack //  $5.00 //  $7.95 //  $23.86 // 
4404 //  "Easter Bunnys Big Day" //  $9.23 //  $13.90 //  $24.87 // 
4405 //  Echo Night //  $17.36 //  $45.00 //  $90.00 // 
4407 //  Eggs of Steel //  $15.11 //  $37.75 //  $98.35 // 
4408 //  Ehrgeiz //  $20.99 //  $45.25 //  $135.99 // 
12720 //  Einhander //  $51.00 //  $95.00 //  $297.89 // 
4409 //  Elemental Gearbolt //  $49.92 //  $103.00 //  $170.00 // 
32461 //  Elemental Gearbolt Assassin Case //  $2136.00 //  $2203.15 //   // 
12721 //  Eliminator //  $4.31 //  $7.97 //  $12.30 // 
4410 //  "Elmos Letter Adventure" //  $4.85 //  $6.89 //  $15.60 // 
4411 //  "Elmos Number Journey" //  $3.79 //  $7.09 //  $13.40 // 
4412 //  "Emperors New Groove" //  $6.97 //  $9.50 //  $17.99 // 
12722 //  Epidemic //  $4.85 //  $12.20 //  $24.99 // 
4413 //  Equestrian Showcase //  $4.50 //  $6.51 //  $16.94 // 
12723 //  Eternal Eyes //  $7.96 //  $10.95 //  $28.99 // 
4415 //  Evil Dead Hail to the King //  $12.21 //  $21.50 //  $53.58 // 
12583 //  Evil Zone //  $8.64 //  $18.49 //  $50.01 // 
4416 //  Excalibur 2555 AD //  $6.47 //  $8.04 //  $29.82 // 
12724 //  Expendable //  $7.22 //  $12.83 //  $34.99 // 
12725 //  Extreme Go-Kart Racing //  $5.09 //  $7.54 //  $17.99 // 
12726 //  Extreme Pinball //  $3.04 //  $7.30 //  $17.31 // 
38529 //  Extreme Pinball [Long Box] //  $9.35 //  $10.50 //  $37.41 // 
4418 //  F1 2000 //  $4.25 //  $7.30 //  $19.96 // 
12727 //  F1 Championship Season 2000 //  $3.59 //  $5.22 //  $10.02 // 
12728 //  F1 Racing Championship //  $4.96 //  $19.99 //  $30.48 // 
40543 //  F1 World Grand Prix //  $7.99 //  $23.49 //  $40.00 // 
14222 //  F1 World Grand Prix 1999 //  $6.50 //  $8.90 //  $16.84 // 
4423 //  FIFA 2000 //  $3.69 //  $7.65 //  $21.57 // 
4424 //  FIFA 2001 //  $3.99 //  $5.92 //  $13.67 // 
4425 //  FIFA 2002 //  $4.48 //  $6.74 //  $18.16 // 
20104 //  FIFA 2002 World Cup //  $8.18 //  $12.33 //  $26.05 // 
4426 //  FIFA 2003 //  $3.97 //  $6.33 //  $7.36 // 
4427 //  FIFA 2004 //  $5.19 //  $5.46 //  $7.92 // 
4428 //  FIFA 2005 //  $9.99 //  $14.99 //  $27.18 // 
4429 //  FIFA 96 //  $6.00 //  $11.04 //  $29.56 // 
38437 //  FIFA 96 [Long Box] //  $12.75 //  $19.12 //  $109.99 // 
4430 //  FIFA 99 //  $4.24 //  $6.05 //  $17.86 // 
4431 //  FIFA Road to World Cup 98 //  $8.69 //  $14.06 //  $27.99 // 
18642 //  FIFA Soccer 97 //  $6.20 //  $8.49 //  $35.40 // 
12731 //  Fade to Black //  $4.75 //  $9.19 //  $37.51 // 
38436 //  Fade to Black [Long Box] //  $19.99 //  $20.50 //  $79.96 // 
12624 //  Family Card Games Fun Pack //  $3.02 //  $3.73 //  $5.00 // 
12623 //  Family Feud //  $5.73 //  $6.11 //  $14.86 // 
12622 //  Family Game Pack //  $4.78 //  $4.99 //  $10.50 // 
4419 //  Fantastic 4 //  $8.57 //  $14.22 //  $81.42 // 
4420 //  Fatal Fury Wild Ambition //  $17.22 //  $25.89 //  $65.74 // 
4421 //  Fear Effect //  $9.36 //  $20.75 //  $59.95 // 
4422 //  Fear Effect 2 Retro Helix //  $21.36 //  $30.69 //  $84.99 // 
12625 //  Felony 11-79 //  $6.29 //  $12.98 //  $46.52 // 
4432 //  Fighter Maker //  $6.63 //  $11.26 //  $12.72 // 
4433 //  Fighting Force //  $7.93 //  $11.74 //  $34.00 // 
4434 //  Fighting Force 2 //  $6.21 //  $9.35 //  $29.57 // 
37631 //  Fighting Force [Greatest Hits] //  $8.99 //  $11.40 //  $30.20 // 
4435 //  Final Doom //  $17.01 //  $32.50 //  $95.55 // 
4438 //  Final Fantasy Anthology //  $7.38 //  $14.77 //  $15.25 // 
37635 //  Final Fantasy Anthology [Greatest Hits] //  $7.99 //  $10.69 //  $13.74 // 
4439 //  Final Fantasy Chronicles //  $9.57 //  $13.22 //  $17.74 // 
37636 //  Final Fantasy Chronicles [Greatest Hits] //  $11.24 //  $13.83 //  $18.97 // 
4437 //  Final Fantasy IX //  $7.39 //  $10.33 //  $42.18 // 
37634 //  Final Fantasy IX [Greatest Hits] //  $7.32 //  $9.99 //  $16.14 // 
4440 //  Final Fantasy Origins //  $7.14 //  $13.50 //  $13.50 // 
37637 //  Final Fantasy Origins [Greatest Hits] //  $10.28 //  $12.47 //  $12.99 // 
4441 //  Final Fantasy Tactics //  $10.41 //  $23.46 //  $50.00 // 
37638 //  Final Fantasy Tactics [Greatest Hits] //  $10.99 //  $16.50 //  $41.00 // 
4442 //  Final Fantasy VII //  $10.78 //  $29.66 //  $123.49 // 
37632 //  Final Fantasy VII [Greatest Hits] //  $8.83 //  $20.49 //  $82.83 // 
4436 //  Final Fantasy VIII //  $9.25 //  $14.97 //  $77.20 // 
37633 //  Final Fantasy VIII [Greatest Hits] //  $5.45 //  $9.74 //  $33.45 // 
12626 //  Final Round //  $2.99 //  $6.41 //  $6.95 // 
4443 //  "Fishermans Bait" //  $5.87 //  $5.94 //  $14.99 // 
4445 //  Floating Runner Quest for the 7 Crystals //  $10.67 //  $24.85 //  $48.99 // 
12628 //  Ford Racing //  $2.24 //  $3.51 //  $7.24 // 
12627 //  Ford Truck Mania //  $3.48 //  $4.08 //  $9.05 // 
14144 //  Formula 1 //  $3.46 //  $6.33 //  $20.20 // 
20098 //  Formula 1 98 //  $4.44 //  $4.87 //  $13.74 // 
15616 //  Formula 1 Championship Edition //  $3.26 //  $6.61 //  $13.04 // 
49714 //  Formula 1 [Greatest Hits] //  $3.53 //  $5.29 //  $13.75 // 
35857 //  Formula One 99 //  $3.99 //  $8.99 //  $13.25 // 
12630 //  Forsaken //  $3.92 //  $6.89 //  $19.20 // 
4446 //  Fox Hunt //  $53.11 //  $138.65 //  $369.52 // 
12730 //  Fox Sports Golf 99 //  $3.00 //  $3.37 //  $8.79 // 
12729 //  Fox Sports Soccer 99 //  $2.48 //  $6.47 //  $15.95 // 
18599 //  Frank Thomas Big Hurt Baseball //  $5.83 //  $7.33 //  $22.02 // 
38439 //  Frank Thomas Big Hurt Baseball [Long Box] //  $5.98 //  $8.99 //  $23.37 // 
16203 //  "Freestyle Boardin 99" //  $2.41 //  $5.40 //  $14.82 // 
4447 //  Freestyle Motorcross McGrath vs. Pastrana //  $2.34 //  $4.63 //  $17.94 // 
4448 //  Frogger //  $5.80 //  $7.99 //  $23.80 // 
4449 //  "Frogger 2 Swampys Revenge" //  $5.99 //  $8.40 //  $19.24 // 
37640 //  "Frogger 2 Swampys Revenge [Greatest Hits]" //  $4.85 //  $6.20 //  $15.67 // 
37639 //  Frogger [Greatest Hits] //  $4.62 //  $8.26 //  $31.21 // 
4450 //  Front Mission 3 //  $11.00 //  $23.15 //  $62.42 // 
4451 //  Future Cop LAPD //  $8.91 //  $15.95 //  $26.94 // 
4452 //  G Darius //  $24.99 //  $44.95 //  $88.27 // 
12631 //  G-Police //  $4.96 //  $9.89 //  $28.01 // 
12632 //  G-Police Weapons of Justice //  $5.72 //  $8.84 //  $25.08 // 
4453 //  Galaga Destination Earth //  $5.29 //  $9.08 //  $20.89 // 
4454 //  Galerians //  $16.34 //  $31.20 //  $65.36 // 
4455 //  Gallop Racer //  $8.35 //  $11.75 //  $31.54 // 
4456 //  Gameshark //  $17.06 //  $25.08 //  $36.16 // 
53706 //  Gameshark Lite //  $11.95 //  $12.99 //  $33.76 // 
4457 //  Gauntlet Legends //  $8.64 //  $13.31 //  $40.60 // 
4458 //  Gekido Urban Fighters //  $12.03 //  $24.24 //  $32.50 // 
12633 //  Gekioh Shooting King //  $19.67 //  $38.45 //  $55.88 // 
4459 //  Geom Cube //  $5.75 //  $7.47 //  $22.57 // 
38440 //  Geom Cube [Long Box] //  $10.24 //  $14.61 //  $40.96 // 
4460 //  Gex //  $7.62 //  $12.21 //  $104.04 // 
4461 //  Gex 3: Deep Cover Gecko //  $6.76 //  $11.05 //  $39.59 // 
4462 //  Gex Enter the Gecko //  $9.60 //  $17.77 //  $54.99 // 
38441 //  Gex [Long Box] //  $18.11 //  $22.49 //  $58.94 // 
4463 //  Ghost in the Shell //  $25.00 //  $57.50 //  $112.04 // 
4464 //  Glover //  $7.81 //  $11.50 //  $21.39 // 
38442 //  Goal Storm //  $8.43 //  $13.00 //  $79.09 // 
4465 //  "Goal Storm 97" //  $13.33 //  $28.78 //  $39.70 // 
4466 //  Gold and Glory The Road to El Dorado //  $5.49 //  $9.48 //  $20.79 // 
12635 //  Golden Nugget //  $3.16 //  $4.70 //  $18.90 // 
4467 //  Golden Tee Golf //  $8.21 //  $13.26 //  $24.64 // 
4468 //  Gran Turismo //  $4.83 //  $9.71 //  $20.64 // 
4469 //  Gran Turismo 2 //  $4.87 //  $11.00 //  $31.40 // 
37642 //  Gran Turismo 2 [Greatest Hits] //  $4.49 //  $7.58 //  $25.43 // 
37641 //  Gran Turismo [Greatest Hits] //  $4.97 //  $7.68 //  $30.00 // 
35759 //  Grand Slam //  $5.54 //  $5.54 //  $22.17 // 
12636 //  Grand Theft Auto //  $6.45 //  $11.99 //  $26.43 // 
63128 //  "Grand Theft Auto (GTA) [Collectors Edition]" //   //   //   // 
4470 //  Grand Theft Auto 2 //  $5.58 //  $9.39 //  $27.39 // 
63127 //  "Grand Theft Auto 2 [Collectors Edition]" //  $15.00 //  $15.00 //  $109.00 // 
37644 //  Grand Theft Auto 2 [Greatest Hits] //  $1.00 //  $8.80 //  $17.55 // 
4471 //  "Grand Theft Auto Collectors Edition" //  $10.37 //  $27.50 //  $60.00 // 
4472 //  "Grand Theft Auto Directors Cut" //  $9.23 //  $14.49 //  $155.53 // 
12637 //  Grand Theft Auto Mission Pack #1 London //  $6.11 //  $8.96 //  $25.99 // 
63126 //  "Grand Theft Auto Mission Pack #1: London 1969 [Collectors Edition]" //  $4.00 //  $6.00 //  $15.60 // 
37643 //  Grand Theft Auto [Greatest Hits] //  $6.99 //  $9.21 //  $25.75 // 
4473 //  Grandia //  $31.23 //  $44.75 //  $129.00 // 
9061 //  Granstream Saga //  $8.24 //  $14.99 //  $38.36 // 
58011 //  Gray Dual Analog Controller //  $41.57 //  $46.32 //  $99.99 // 
10395 //  Gray Dual Shock Controller //  $11.50 //  $17.25 //  $46.00 // 
12638 //  Grid Runner //  $3.69 //  $7.05 //  $19.99 // 
12639 //  Grind Session //  $4.37 //  $7.65 //  $18.05 // 
12640 //  Grudge Warriors //  $3.69 //  $5.74 //  $12.67 // 
4475 //  "Guardians Crusade" //  $13.58 //  $28.95 //  $54.00 // 
4476 //  Gubble //  $3.85 //  $5.78 //  $8.67 // 
12641 //  Guilty Gear //  $24.74 //  $45.46 //  $104.37 // 
4477 //  Gundam Battle Assault //  $10.83 //  $16.26 //  $56.75 // 
4478 //  Gundam Battle Assault 2 //  $10.12 //  $16.45 //  $50.00 // 
4479 //  Gunfighter The Legend of Jesse James //  $5.06 //  $6.21 //  $10.00 // 
32531 //  "Gunners Heaven [Japan]" //  $25.42 //  $45.32 //   // 
4480 //  Gunship //  $4.36 //  $7.34 //  $43.66 // 
38443 //  Gunship [Long Box] //  $5.88 //  $12.14 //  $23.52 // 
4483 //  HBO Boxing //  $4.78 //  $5.24 //  $9.32 // 
18597 //  "HardBall 99" //  $3.81 //  $4.40 //  $11.54 // 
18496 //  HardBall 5 //  $3.70 //  $6.07 //  $14.81 // 
38444 //  HardBall 5 [Long Box] //  $7.80 //  $11.10 //  $31.20 // 
4481 //  Harry Potter Chamber of Secrets //  $6.47 //  $9.97 //  $29.96 // 
4482 //  Harry Potter Sorcerers Stone //  $5.02 //  $9.97 //  $28.93 // 
49715 //  Harry Potter Sorcerers Stone [Greatest Hits] //  $4.63 //  $7.52 //  $18.52 // 
12642 //  Harvest Moon Back to Nature //  $18.79 //  $28.16 //  $96.73 // 
4484 //  Heart of Darkness //  $14.43 //  $27.42 //  $72.47 // 
4485 //  Hellboy Asylum Seeker //  $13.00 //  $15.45 //  $34.78 // 
10586 //  Hello Kitty Cube Frenzy //  $4.22 //  $6.81 //  $15.00 // 
13702 //  "Hercs Adventures" //  $49.79 //  $85.77 //  $169.27 // 
4486 //  Hercules //  $11.99 //  $18.95 //  $49.95 // 
12643 //  Hexen //  $8.51 //  $17.23 //  $32.20 // 
12644 //  Hi Octane //  $7.44 //  $13.69 //  $31.21 // 
38445 //  Hi Octane [Long Box] //  $10.68 //  $14.61 //  $42.72 // 
12645 //  High Heat Baseball 2000 //  $3.99 //  $4.44 //  $7.99 // 
12646 //  High Heat Baseball 2002 //  $3.01 //  $4.29 //  $11.78 // 
12647 //  Hogs of War //  $24.50 //  $43.00 //  $93.03 // 
4487 //  Hooters Road Trip //  $4.57 //  $9.47 //  $16.95 // 
11947 //  Hoshigami Ruining Blue Earth //  $19.93 //  $37.75 //  $83.17 // 
4488 //  Hot Shots Golf //  $5.40 //  $8.86 //  $17.18 // 
4489 //  Hot Shots Golf 2 //  $6.54 //  $9.49 //  $22.95 // 
14562 //  Hot Wheels Extreme Racing //  $5.41 //  $8.75 //  $21.87 // 
4490 //  Hot Wheels Turbo Racing //  $6.62 //  $11.59 //  $34.91 // 
49716 //  Hot Wheels Turbo Racing [Greatest Hits] //  $46.24 //  $49.99 //  $184.96 // 
14304 //  Hugo The Evil Mirror //  $4.95 //  $8.59 //  $19.95 // 
4491 //  Hydro Thunder //  $9.76 //  $13.59 //  $39.00 // 
12648 //  IHRA Drag Racing //  $2.84 //  $4.38 //  $6.46 // 
4501 //  ISS Pro 98 //  $33.70 //  $52.74 //  $63.84 // 
4502 //  ISS Pro Evolution //  $40.89 //  $123.03 //  $124.95 // 
9139 //  Impact Racing //  $5.42 //  $14.00 //  $25.71 // 
4492 //  In Cold Blood //  $5.65 //  $29.20 //  $32.44 // 
4493 //  In the Hunt //  $40.92 //  $89.51 //  $118.73 // 
38446 //  In the Hunt [Long Box] //  $55.00 //  $96.27 //  $250.28 // 
4494 //  Incredible Crisis //  $14.99 //  $26.89 //  $53.70 // 
4495 //  Incredible Hulk The Pantheon Saga //  $5.85 //  $9.99 //  $30.24 // 
12649 //  Independence Day //  $3.85 //  $5.00 //  $18.11 // 
4496 //  Inspector Gadget //  $3.65 //  $6.64 //  $14.18 // 
4497 //  Intelligent Qube //  $26.65 //  $34.88 //  $109.21 // 
65601 //  Interactive CD Sampler Disk Volume 4 //   //   //   // 
67651 //  Interactive CD Sampler Disk Volume 5 //   //   //   // 
58232 //  Interactive Sampler CD Vol 6 //   //   //   // 
66671 //  Interactive Sampler CD Vol 7 //   //   //   // 
12652 //  International Track & Field //  $4.74 //  $9.08 //  $13.54 // 
38447 //  International Track & Field [Long Box] //  $6.50 //  $9.77 //  $25.71 // 
12651 //  International Track and Field 2000 //  $3.97 //  $5.71 //  $12.45 // 
12650 //  Interplay Sports Baseball 2000 //  $4.00 //  $5.63 //  $19.99 // 
4498 //  Inuyasha A Feudal Fairy Tale //  $9.50 //  $12.99 //  $24.57 // 
12653 //  Invasion from Beyond //  $4.00 //  $7.22 //  $12.84 // 
4500 //  Iron Man X-O Manowar in Heavy Metal //  $9.72 //  $10.99 //  $47.04 // 
12654 //  Iron Soldier 3 //  $8.00 //  $13.97 //  $20.50 // 
12655 //  Irritating Stick //  $10.41 //  $22.18 //  $26.49 // 
12906 //  Italian Job //  $3.25 //  $3.77 //  $7.87 // 
4503 //  "Jackie Chans Stunt Master" //  $22.22 //  $41.99 //  $49.98 // 
4504 //  Jade Cocoon Story of the Tamamayu //  $19.98 //  $30.06 //  $90.44 // 
4505 //  Jarret and Labonte Stock Car Racing //  $2.49 //  $4.36 //  $8.00 // 
4506 //  Jeopardy //  $3.27 //  $4.25 //  $11.05 // 
4507 //  Jeopardy 2nd Edition //  $3.05 //  $3.57 //  $7.75 // 
12657 //  Jeremy McGrath Supercross 2000 //  $3.44 //  $5.00 //  $9.09 // 
12656 //  Jeremy McGrath Supercross 98 //  $3.36 //  $3.65 //  $9.99 // 
49717 //  Jeremy McGrath Supercross 98 [Greatest Hits] //  $1.35 //  $2.03 //  $5.24 // 
4508 //  Jersey Devil //  $19.11 //  $31.76 //  $148.92 // 
12732 //  Jet Moto //  $4.43 //  $6.85 //  $20.35 // 
12733 //  Jet Moto 2 //  $4.24 //  $7.85 //  $18.18 // 
45710 //  Jet Moto 2 [Greatest Hits] //  $4.01 //  $7.15 //  $26.99 // 
4509 //  Jet Moto 3 //  $5.83 //  $7.50 //  $35.20 // 
49718 //  Jet Moto [Greatest Hits] //  $4.49 //  $6.47 //  $17.96 // 
4510 //  Jigsaw Madness //  $3.67 //  $5.05 //  $6.97 // 
16386 //  "Jimmy Johnsons VR Football 98" //  $1.86 //  $6.50 //  $7.44 // 
14584 //  "Jimmy Whites 2 Cueball" //  $2.40 //  $2.55 //  $4.95 // 
4511 //  "JoJos Bizarre Adventure" //  $110.00 //  $179.97 //  $237.50 // 
12734 //  Johnny Bazookatone //  $7.92 //  $14.36 //  $35.00 // 
38448 //  Johnny Bazookatone [Long Box] //  $17.16 //  $28.99 //  $68.65 // 
12735 //  Judge Dredd //  $5.34 //  $8.30 //  $19.88 // 
10587 //  Juggernaut //  $15.99 //  $45.56 //  $65.00 // 
4515 //  JumpStart Wildlife Safari //  $3.53 //  $5.94 //  $14.00 // 
4512 //  Jumping Flash //  $22.45 //  $33.00 //  $79.94 // 
4513 //  Jumping Flash 2 //  $14.01 //  $24.99 //  $42.78 // 
38449 //  Jumping Flash [Long Box] //  $29.32 //  $43.52 //  $117.29 // 
4516 //  Jungle Book Rhythm n Groove //  $5.06 //  $7.00 //  $19.99 // 
4517 //  Jupiter Strike //  $6.37 //  $11.68 //  $31.70 // 
38450 //  Jupiter Strike [Long Box] //  $8.82 //  $13.06 //  $34.38 // 
13705 //  K-1 Grand Prix //  $6.30 //  $12.99 //  $29.99 // 
12736 //  K-1 Revenge //  $4.86 //  $5.62 //  $12.50 // 
12737 //  K-1 the Arena Fighters //  $4.76 //  $5.64 //  $26.14 // 
67366 //  K9.5: Live in Airedale //   //   //   // 
67364 //  K9.5: We Are the Dogs //   //   //   // 
67365 //  K9.5: Web Tunes //   //   //   // 
4518 //  Kagero Deception II //  $14.66 //  $24.35 //  $49.38 // 
4520 //  Kartia Word of Fate //  $15.17 //  $47.46 //  $123.33 // 
4521 //  Kensei Sacred Fist //  $15.99 //  $29.00 //  $101.89 // 
12738 //  Kickboxing //  $3.02 //  $4.64 //  $7.30 // 
12739 //  Kileak the DNA Imperative //  $5.02 //  $12.23 //  $20.01 // 
12740 //  Killer Loop //  $3.01 //  $5.97 //  $10.87 // 
12741 //  Killing Zone //  $6.39 //  $12.57 //  $18.99 // 
10745 //  King of Fighters 95 //  $11.96 //  $24.50 //  $84.99 // 
4523 //  King of Fighters 99 //  $7.82 //  $11.46 //  $28.83 // 
4524 //  "Kings Field" //  $19.22 //  $40.00 //  $104.25 // 
4525 //  "Kings Field 2" //  $19.50 //  $28.62 //  $84.11 // 
38451 //  "Kings Field [Long Box]" //  $30.40 //  $46.11 //  $159.98 // 
4526 //  "Kingsleys Adventures" //  $19.99 //  $26.60 //  $63.58 // 
4527 //  Kiss Pinball //  $4.10 //  $5.50 //  $9.22 // 
12742 //  Klonoa Door to Phantomile //  $89.72 //  $175.00 //  $365.88 // 
12743 //  Knockout Kings //  $3.99 //  $4.45 //  $15.94 // 
12744 //  Knockout Kings 2000 //  $3.54 //  $4.13 //  $18.17 // 
4528 //  Knockout Kings 2001 //  $3.51 //  $4.96 //  $13.16 // 
63100 //  Kokumeikan Trap Simulation Game //   //   //   // 
12745 //  Konami Arcade Classics //  $21.53 //  $32.87 //  $65.51 // 
7370 //  Koudelka //  $42.47 //  $96.20 //  $192.49 // 
12746 //  Krazy Ivan //  $7.89 //  $10.36 //  $46.77 // 
38452 //  Krazy Ivan [Long Box] //  $10.17 //  $14.89 //  $117.00 // 
4529 //  "Kurt Warners Arena Football Unleashed" //  $5.06 //  $7.99 //  $12.80 // 
4537 //  LEGO Island 2 //  $7.63 //  $11.13 //  $24.99 // 
10454 //  LEGO Racers //  $6.99 //  $10.49 //  $20.90 // 
4538 //  LEGO Rock Raiders //  $6.96 //  $12.20 //  $26.68 // 
33012 //  LSD: Dream Emulator [Japan] //  $202.51 //  $202.51 //   // 
4530 //  Land Before Time Big Water Adventure //  $4.46 //  $6.28 //  $10.50 // 
4531 //  Land Before Time Great Valley Racing Adventure //  $4.60 //  $4.72 //  $8.25 // 
4532 //  Land Before Time Return to the Great Valley //  $4.50 //  $6.05 //  $12.78 // 
12747 //  Largo Winch //  $3.71 //  $4.17 //  $5.95 // 
12748 //  League of Pain //  $3.89 //  $7.38 //  $11.38 // 
14578 //  "Legacy of Kain Collectors Edition" //  $10.49 //  $17.43 //  $37.77 // 
4533 //  Legacy of Kain Soul Reaver //  $9.91 //  $15.45 //  $50.02 // 
37645 //  Legacy of Kain Soul Reaver [Greatest Hits] //  $10.00 //  $15.40 //  $40.03 // 
4534 //  Legend of Dragoon //  $12.32 //  $34.01 //  $80.00 // 
37684 //  Legend of Dragoon [Greatest Hits] //  $10.46 //  $19.99 //  $64.40 // 
4535 //  Legend of Legaia //  $22.87 //  $32.84 //  $133.24 // 
4536 //  Legend of Mana //  $23.05 //  $44.00 //  $100.00 // 
4539 //  Lemmings 3D //  $9.05 //  $13.23 //  $100.06 // 
38453 //  Lemmings 3D [Long Box] //  $12.00 //  $14.51 //  $290.76 // 
12749 //  Lemmings and Oh No More Lemmings //  $6.97 //  $12.97 //  $45.01 // 
4540 //  Lethal Enforcers 1 and 2 //  $17.76 //  $32.62 //  $50.47 // 
59567 //  Lightspan Adventures //   //   //   // 
4541 //  Lilo and Stitch //  $5.96 //  $8.94 //  $20.07 // 
4827 //  Little Mermaid II //  $7.19 //  $10.75 //  $30.00 // 
12750 //  Loaded //  $9.44 //  $12.54 //  $35.75 // 
